 

stn;time;uto200s0;tre200s0;rre150z0;rco150z0;sre000z0
BAS;202402050450;5.6;5.1;0.0;0;0
BAS;202402050500;5.5;5.1;0.0;0;0
BAS;202402050510;5.5;5.1;0.0;0;0
BAS;202402050520;5.5;5.1;0.0;0;0
BAS;202402050530;5.5;5.1;0.0;0;0
BAS;202402050540;5.5;5.1;0.0;0;0
BAS;202402050550;5.4;5.0;0.0;0;0
BAS;202402050600;5.4;4.9;0.0;0;0
BAS;202402050610;5.5;4.8;0.0;0;0
BAS;202402050620;5.4;4.8;0.0;0;0
BAS;202402050630;5.4;4.8;0.0;0;0
BAS;202402050640;5.4;4.9;0.0;0;0
BAS;202402050650;5.5;4.9;0.0;0;0
BAS;202402050700;5.4;4.9;0.0;0;0
BAS;202402050710;5.4;5.0;0.0;0;0
BAS;202402050720;5.5;5.0;0.0;0;0
BAS;202402050730;5.5;4.9;0.0;0;0
BAS;202402050740;5.5;4.9;0.0;0;0
BAS;202402050750;5.5;4.9;0.0;0;0
BAS;202402050800;5.5;5.1;0.0;0;0
BAS;202402050810;5.5;5.1;0.0;0;0
BAS;202402050820;5.5;5.1;0.0;0;0
BAS;202402050830;5.5;5.2;0.0;0;0
BAS;202402050840;5.6;5.2;0.0;0;0
BAS;202402050850;5.5;5.3;0.0;0;0
BAS;202402050900;5.5;5.4;0.0;0;0
BAS;202402050910;5.6;5.4;0.0;0;0
BAS;202402050920;5.6;5.4;0.0;0;0
BAS;202402050930;5.6;5.5;0.0;0;0
BAS;202402050940;5.6;5.7;0.0;0;0
BAS;202402050950;5.5;5.7;0.0;0;0
BAS;202402051000;5.8;6.3;0.0;0;1
BAS;202402051010;5.7;6.4;0.0;0;0
BAS;202402051020;5.6;5.9;0.0;0;0
BAS;202402051030;5.6;6.0;0.0;0;0
BAS;202402051040;5.7;6.7;0.0;0;1
BAS;202402051050;5.7;6.8;0.0;0;6
BAS;202402051100;5.8;7.5;0.0;0;8
BAS;202402051110;5.6;6.6;0.0;0;10
BAS;202402051120;5.6;6.8;0.0;0;10
BAS;202402051130;5.6;7.3;0.0;0;10
BAS;202402051140;5.7;8.0;0.0;0;10
BAS;202402051150;5.6;7.5;0.0;0;10
BAS;202402051200;5.6;7.8;0.0;0;10
BAS;202402051210;5.6;7.6;0.0;0;10
BAS;202402051220;5.6;7.9;0.0;0;10
BAS;202402051230;5.8;8.8;0.0;0;10
BAS;202402051240;5.8;8.7;0.0;0;10
BAS;202402051250;5.7;8.2;0.0;0;10
BAS;202402051300;6.0;9.3;0.0;0;10
BAS;202402051310;5.7;8.8;0.0;0;10
BAS;202402051320;5.7;9.0;0.0;0;10
BAS;202402051330;5.6;8.8;0.0;0;10
BAS;202402051340;5.7;9.4;0.0;0;10
BAS;202402051350;5.9;9.8;0.0;0;10
BAS;202402051400;5.8;9.9;0.0;0;10
BAS;202402051410;5.7;9.5;0.0;0;10
BAS;202402051420;5.8;9.7;0.0;0;10
BAS;202402051430;5.8;10.3;0.0;0;10
BAS;202402051440;5.7;9.7;0.0;0;10
BAS;202402051450;5.7;9.8;0.0;0;10
BAS;202402051500;5.7;9.6;0.0;0;10
BAS;202402051510;5.7;9.7;0.0;0;10
BAS;202402051520;5.7;9.8;0.0;0;10
BAS;202402051530;5.8;9.8;0.0;0;10
BAS;202402051540;5.7;9.8;0.0;0;10
BAS;202402051550;5.7;9.9;0.0;0;10
BAS;202402051600;5.8;9.3;0.0;0;10
BAS;202402051610;5.8;9.3;0.0;0;8
BAS;202402051620;5.8;9.3;0.0;0;1
BAS;202402051630;5.7;8.1;0.0;0;0
BAS;202402051640;5.6;7.7;0.0;0;0
BAS;202402051650;5.6;7.4;0.0;0;0
BAS;202402051700;5.8;7.8;0.0;0;0
BAS;202402051710;6.0;7.9;0.0;0;0
BAS;202402051720;6.1;8.0;0.0;0;0
BAS;202402051730;6.1;7.7;0.0;0;0
BAS;202402051740;6.0;6.6;0.0;0;0
BAS;202402051750;5.8;5.9;0.0;0;0
BAS;202402051800;5.9;5.6;0.0;0;0
BAS;202402051810;5.8;5.2;0.0;0;0
BAS;202402051820;5.9;6.1;0.0;0;0
BAS;202402051830;6.0;6.5;0.0;0;0
BAS;202402051840;6.0;6.1;0.0;0;0
BAS;202402051850;6.0;5.8;0.0;0;0
BAS;202402051900;6.0;5.7;0.0;0;0
BAS;202402051910;5.9;5.5;0.0;0;0
BAS;202402051920;5.9;4.4;0.0;0;0
BAS;202402051930;5.6;4.1;0.0;0;0
BAS;202402051940;5.6;3.4;0.0;0;0
BAS;202402051950;5.6;3.5;0.0;0;0
BAS;202402052000;5.3;2.4;0.0;0;0
BAS;202402052010;5.6;3.6;0.0;0;0
BAS;202402052020;5.7;3.6;0.0;0;0
BAS;202402052030;5.4;2.9;0.0;0;0
BAS;202402052040;5.5;3.3;0.0;0;0
BAS;202402052050;5.4;2.7;0.0;0;0
BAS;202402052100;5.3;2.7;0.0;0;0
BAS;202402052110;5.3;2.7;0.0;0;0
BAS;202402052120;5.3;2.5;0.0;0;0
BAS;202402052130;5.3;2.4;0.0;0;0
BAS;202402052140;5.2;2.1;0.0;0;0
BAS;202402052150;5.3;2.2;0.0;0;0
BAS;202402052200;5.2;1.7;0.0;0;0
BAS;202402052210;5.1;2.0;0.0;0;0
BAS;202402052220;5.1;1.5;0.0;0;0
BAS;202402052230;5.0;1.3;0.0;0;0
BAS;202402052240;5.4;2.3;0.0;0;0
BAS;202402052250;5.3;1.8;0.0;0;0
BAS;202402052300;5.2;1.6;0.0;0;0
BAS;202402052310;5.3;2.3;0.0;0;0
BAS;202402052320;5.4;1.9;0.0;0;0
BAS;202402052330;5.1;1.4;0.0;0;0
BAS;202402052340;5.3;2.3;0.0;0;0
BAS;202402052350;5.4;2.4;0.0;0;0
BAS;202402060000;5.3;2.5;0.0;0;0
BAS;202402060010;5.3;1.9;0.0;0;0
BAS;202402060020;5.4;2.8;0.0;0;0
BAS;202402060030;5.6;2.9;0.0;0;0
BAS;202402060040;5.4;2.5;0.0;0;0
BAS;202402060050;5.4;2.6;0.0;0;0
BAS;202402060100;5.3;2.3;0.0;0;0
BAS;202402060110;5.3;2.3;0.0;0;0
BAS;202402060120;5.3;2.3;0.0;0;0
BAS;202402060130;5.4;2.7;0.0;0;0
BAS;202402060140;5.1;1.6;0.0;0;0
BAS;202402060150;5.1;1.4;0.0;0;0
BAS;202402060200;5.1;1.4;0.0;0;0
BAS;202402060210;5.2;1.6;0.0;0;0
BAS;202402060220;5.0;1.4;0.0;0;0
BAS;202402060230;5.0;1.1;0.0;0;0
BAS;202402060240;5.0;1.1;0.0;0;0
BAS;202402060250;5.1;1.1;0.0;0;0
BAS;202402060300;5.0;1.1;0.0;0;0
BAS;202402060310;5.0;1.5;0.0;0;0
BAS;202402060320;5.0;1.7;0.0;0;0
BAS;202402060330;5.2;2.3;0.0;0;0
BAS;202402060340;5.1;1.9;0.0;0;0
BAS;202402060350;5.0;1.5;0.0;0;0
BAS;202402060400;5.1;1.3;0.0;0;0
BAS;202402060410;5.0;1.8;0.0;0;0
BAS;202402060420;5.2;1.9;0.0;0;0
BAS;202402060430;5.1;2.1;0.0;0;0
BAS;202402060440;5.1;2.3;0.0;0;0
BAS;202402060450;5.2;2.3;0.0;0;0
BAS;202402060500;5.2;2.7;0.0;0;0
BAS;202402060510;5.2;2.3;0.0;0;0
BAS;202402060520;5.1;2.5;0.0;0;0
BAS;202402060530;5.2;2.7;0.0;0;0
BAS;202402060540;5.3;2.7;0.0;0;0
BAS;202402060550;5.2;2.8;0.0;0;0
BAS;202402060600;5.2;3.0;0.0;0;0
BAS;202402060610;5.3;2.9;0.0;0;0
BAS;202402060620;5.4;3.8;0.0;0;0
BAS;202402060630;5.4;3.8;0.0;0;0
BAS;202402060640;5.2;3.9;0.0;0;0
BAS;202402060650;5.4;3.9;0.0;0;0
BAS;202402060700;5.3;3.9;0.0;0;0
BAS;202402060710;5.3;4.0;0.0;0;0
BAS;202402060720;5.2;4.0;0.0;0;0
BAS;202402060730;5.3;3.9;0.0;0;0
BAS;202402060740;5.2;4.0;0.0;0;0
BAS;202402060750;5.2;4.2;0.0;0;0
BAS;202402060800;5.2;4.2;0.0;0;0
BAS;202402060810;5.2;4.4;0.0;0;0
BAS;202402060820;5.2;4.8;0.0;0;1
BAS;202402060830;5.2;5.0;0.0;0;5
BAS;202402060840;5.2;5.4;0.0;0;9
BAS;202402060850;5.2;5.8;0.0;0;1
BAS;202402060900;5.2;6.0;0.0;0;2
BAS;202402060910;5.3;6.4;0.0;0;5
BAS;202402060920;5.3;6.8;0.0;0;7
BAS;202402060930;5.3;7.3;0.0;0;7
BAS;202402060940;5.3;7.2;0.0;0;6
BAS;202402060950;5.3;7.3;0.0;0;1
BAS;202402061000;5.4;7.5;0.0;0;2
BAS;202402061010;5.4;7.5;0.0;0;0
BAS;202402061020;5.4;7.5;0.0;0;0
BAS;202402061030;5.4;7.7;0.0;0;0
BAS;202402061040;5.3;7.6;0.0;0;0
BAS;202402061050;5.3;7.5;0.0;0;0
BAS;202402061100;5.3;7.7;0.0;0;0
BAS;202402061110;5.3;7.8;0.0;0;1
BAS;202402061120;5.3;7.8;0.0;0;0
BAS;202402061130;5.3;7.8;0.0;0;0
BAS;202402061140;5.5;8.0;0.0;0;0
BAS;202402061150;5.4;8.0;0.0;0;0
BAS;202402061200;5.5;8.2;0.0;0;0
BAS;202402061210;5.4;8.3;0.0;0;0
BAS;202402061220;5.5;8.4;0.0;0;0
BAS;202402061230;5.5;8.2;0.0;0;0
BAS;202402061240;5.5;8.3;0.0;0;0
BAS;202402061250;5.5;8.4;0.0;0;0
BAS;202402061300;5.5;8.3;0.0;0;0
BAS;202402061310;5.5;8.3;0.0;0;0
BAS;202402061320;5.5;8.3;0.0;0;0
BAS;202402061330;5.5;8.1;0.0;0;0
BAS;202402061340;5.5;8.3;0.0;0;0
BAS;202402061350;5.5;8.3;0.0;0;0
BAS;202402061400;5.5;8.2;0.0;0;0
BAS;202402061410;5.4;8.1;0.0;0;0
BAS;202402061420;5.5;8.2;0.0;0;0
BAS;202402061430;5.4;8.1;0.0;0;0
BAS;202402061440;5.5;8.1;0.0;0;0
BAS;202402061450;5.5;8.1;0.0;0;0
BAS;202402061500;5.6;8.0;0.0;0;0
BAS;202402061510;5.5;7.9;0.0;0;0
BAS;202402061520;5.6;7.9;0.0;0;0
BAS;202402061530;5.6;7.8;0.0;0;0
BAS;202402061540;5.5;7.8;0.0;0;0
BAS;202402061550;5.6;7.7;0.0;0;0
BAS;202402061600;5.6;7.6;0.0;0;0
BAS;202402061610;5.6;7.6;0.0;0;0
BAS;202402061620;5.4;7.7;0.0;0;0
BAS;202402061630;5.3;7.6;0.0;0;0
BAS;202402061640;5.3;7.6;0.0;0;0
BAS;202402061650;5.2;7.6;0.0;0;0
BAS;202402061700;5.2;7.7;0.0;0;0
BAS;202402061710;5.2;7.7;0.0;0;0
BAS;202402061720;5.2;7.6;0.0;0;0
BAS;202402061730;5.2;7.6;0.0;0;0
BAS;202402061740;5.3;7.5;0.0;0;0
BAS;202402061750;5.2;7.6;0.0;0;0
BAS;202402061800;5.3;7.6;0.0;0;0
BAS;202402061810;5.2;7.6;0.0;0;0
BAS;202402061820;5.3;7.5;0.0;0;0
BAS;202402061830;5.3;7.5;0.0;0;0
BAS;202402061840;5.3;7.6;0.0;0;0
BAS;202402061850;5.4;7.5;0.0;0;0
BAS;202402061900;5.3;7.5;0.0;0;0
BAS;202402061910;5.3;7.6;0.0;0;0
BAS;202402061920;5.3;7.6;0.0;0;0
BAS;202402061930;5.3;7.6;0.0;0;0
BAS;202402061940;5.4;7.6;0.0;0;0
BAS;202402061950;5.4;7.5;0.0;0;0
BAS;202402062000;5.4;7.5;0.0;0;0
BAS;202402062010;5.5;7.3;0.0;0;0
BAS;202402062020;5.6;7.2;0.0;0;0
BAS;202402062030;5.6;7.2;0.0;0;0
BAS;202402062040;5.6;7.2;0.0;0;0
BAS;202402062050;5.5;7.3;0.0;0;0
BAS;202402062100;5.6;7.3;0.0;0;0
BAS;202402062110;5.5;7.3;0.0;0;0
BAS;202402062120;5.4;7.5;0.0;0;0
BAS;202402062130;5.4;7.5;0.0;0;0
BAS;202402062140;5.5;7.2;0.0;0;0
BAS;202402062150;5.5;7.3;0.0;0;0
BAS;202402062200;5.5;7.4;0.0;0;0
BAS;202402062210;5.5;7.6;0.0;0;0
BAS;202402062220;5.5;7.6;0.0;0;0
BAS;202402062230;5.5;7.3;0.0;0;0
BAS;202402062240;5.5;7.2;0.0;0;0
BAS;202402062250;5.4;7.3;0.0;0;0
BAS;202402062300;5.5;7.3;0.0;0;0
BAS;202402062310;5.3;7.0;0.0;0;0
BAS;202402062320;5.3;6.9;0.0;0;0
BAS;202402062330;5.3;6.3;0.0;0;0
BAS;202402062340;5.3;6.8;0.0;0;0
BAS;202402062350;5.3;6.3;0.0;0;0
BAS;202402070000;5.3;6.1;0.0;0;0
BAS;202402070010;5.4;6.3;0.0;0;0
BAS;202402070020;5.4;6.1;0.0;0;0
BAS;202402070030;5.3;6.3;0.0;0;0
BAS;202402070040;5.3;5.5;0.0;0;0
BAS;202402070050;5.3;6.6;0.0;0;0
BAS;202402070100;5.4;5.4;0.0;0;0
BAS;202402070110;5.5;5.3;0.0;0;0
BAS;202402070120;5.5;6.1;0.0;0;0
BAS;202402070130;5.6;5.5;0.0;0;0
BAS;202402070140;5.6;5.4;0.0;0;0
BAS;202402070150;5.6;6.1;0.0;0;0
BAS;202402070200;5.5;6.0;0.0;0;0
BAS;202402070210;5.5;5.9;0.0;0;0
BAS;202402070220;5.5;5.9;0.0;0;0
BAS;202402070230;5.5;5.6;0.0;0;0
BAS;202402070240;5.4;5.8;0.0;0;0
BAS;202402070250;5.5;5.4;0.0;0;0
BAS;202402070300;5.5;5.3;0.0;0;0
BAS;202402070310;5.5;4.4;0.0;0;0
BAS;202402070320;5.4;5.5;0.0;0;0
BAS;202402070330;5.5;5.2;0.0;0;0
BAS;202402070340;5.5;5.2;0.0;0;0
BAS;202402070350;5.5;4.9;0.0;0;0
BAS;202402070400;5.5;4.7;0.0;0;0
BAS;202402070410;5.4;4.8;0.0;0;0
BAS;202402070420;5.4;5.0;0.0;0;0
BAS;202402070430;5.5;4.8;0.0;0;0
BAS;202402070440;5.5;5.0;0.0;0;0
BAS;202402070450;5.5;5.1;0.0;0;0
BAS;202402070500;5.5;5.1;0.0;4;0
BAS;202402070510;5.5;5.1;0.0;0;0
BAS;202402070520;5.5;5.3;0.0;0;0
BAS;202402070530;5.5;5.3;0.0;0;0
BAS;202402070540;5.6;5.5;0.0;0;0
BAS;202402070550;5.6;5.6;0.0;0;0
BAS;202402070600;5.6;6.0;0.0;0;0
BAS;202402070610;5.6;5.7;0.0;0;0
BAS;202402070620;5.6;5.8;0.0;3;0
BAS;202402070630;5.7;5.8;0.0;1;0
BAS;202402070640;5.8;5.8;0.0;0;0
BAS;202402070650;6.0;5.9;0.0;0;0
BAS;202402070700;5.9;7.6;0.0;0;0
BAS;202402070710;5.9;7.7;0.0;0;0
BAS;202402070720;6.0;6.9;0.0;0;0
BAS;202402070730;5.9;6.6;0.0;0;0
BAS;202402070740;6.1;8.8;0.0;0;0
BAS;202402070750;6.3;9.3;0.0;0;0
BAS;202402070800;6.1;9.6;0.0;0;0
BAS;202402070810;6.3;9.2;0.0;0;0
BAS;202402070820;6.2;9.5;0.0;0;0
BAS;202402070830;6.2;9.6;0.0;0;0
BAS;202402070840;6.2;9.7;0.0;0;0
BAS;202402070850;6.2;9.9;0.0;0;0
BAS;202402070900;6.0;10.3;0.0;0;0
BAS;202402070910;6.1;10.2;0.0;0;0
BAS;202402070920;6.1;10.1;0.0;0;0
BAS;202402070930;6.1;10.3;0.0;0;0
BAS;202402070940;6.2;10.4;0.0;0;0
BAS;202402070950;6.0;10.5;0.0;0;0
BAS;202402071000;6.0;10.8;0.0;0;0
BAS;202402071010;6.0;11.0;0.0;0;0
BAS;202402071020;5.9;11.3;0.0;0;0
BAS;202402071030;6.0;11.3;0.0;0;0
BAS;202402071040;5.9;11.3;0.0;0;0
BAS;202402071050;6.1;11.3;0.0;0;0
BAS;202402071100;6.2;10.7;0.0;0;0
BAS;202402071110;5.9;11.5;0.0;0;0
BAS;202402071120;5.9;11.7;0.0;0;0
BAS;202402071130;5.9;11.6;0.0;0;0
BAS;202402071140;5.9;11.7;0.0;0;0
BAS;202402071150;5.9;11.8;0.0;0;0
BAS;202402071200;6.0;12.0;0.0;0;0
BAS;202402071210;6.0;12.1;0.0;0;0
BAS;202402071220;6.0;12.0;0.0;0;0
BAS;202402071230;6.1;12.0;0.0;0;0
BAS;202402071240;6.0;11.8;0.0;0;0
BAS;202402071250;5.9;12.1;0.0;0;0
BAS;202402071300;6.1;12.3;0.0;0;0
BAS;202402071310;5.9;12.1;0.0;0;0
BAS;202402071320;5.9;12.1;0.0;0;0
BAS;202402071330;5.8;12.2;0.0;0;0
BAS;202402071340;5.8;12.3;0.0;0;0
BAS;202402071350;5.6;12.3;0.0;0;0
BAS;202402071400;5.6;12.3;0.0;0;0
BAS;202402071410;5.6;12.7;0.0;0;0
BAS;202402071420;5.8;13.1;0.0;0;1
BAS;202402071430;5.5;13.0;0.0;0;0
BAS;202402071440;5.5;12.9;0.0;0;0
BAS;202402071450;5.5;13.0;0.0;0;0
BAS;202402071500;5.4;12.9;0.0;0;0
BAS;202402071510;5.3;12.8;0.0;0;0
BAS;202402071520;5.2;12.6;0.0;0;0
BAS;202402071530;5.4;12.3;0.0;0;0
BAS;202402071540;5.3;12.3;0.0;0;0
BAS;202402071550;5.3;12.2;0.0;0;0
BAS;202402071600;5.5;11.9;0.0;0;0
BAS;202402071610;5.4;11.9;0.0;0;0
BAS;202402071620;5.3;12.0;0.0;0;0
BAS;202402071630;5.4;11.8;0.0;0;0
BAS;202402071640;5.4;11.8;0.0;0;0
BAS;202402071650;5.5;11.7;0.0;0;0
BAS;202402071700;5.5;11.6;0.0;0;0
BAS;202402071710;5.5;11.6;0.0;0;0
BAS;202402071720;5.6;11.2;0.0;0;0
BAS;202402071730;5.6;11.5;0.0;0;0
BAS;202402071740;5.6;11.4;0.0;0;0
BAS;202402071750;5.7;11.4;0.0;8;0
BAS;202402071800;6.0;10.9;0.0;10;0
BAS;202402071810;6.2;10.7;0.0;10;0
BAS;202402071820;6.5;10.2;0.0;10;0
BAS;202402071830;6.7;9.7;0.1;10;0
BAS;202402071840;6.6;10.1;0.0;10;0
BAS;202402071850;6.7;10.1;0.0;9;0
BAS;202402071900;6.7;10.2;0.0;10;0
BAS;202402071910;6.7;10.3;0.0;10;0
BAS;202402071920;6.7;10.3;0.0;10;0
BAS;202402071930;6.8;10.3;0.0;10;0
BAS;202402071940;6.8;10.3;0.1;10;0
BAS;202402071950;6.9;10.4;0.0;9;0
BAS;202402072000;6.8;10.7;0.0;9;0
BAS;202402072010;6.9;10.6;0.0;8;0
BAS;202402072020;7.0;10.4;0.0;10;0
BAS;202402072030;7.1;10.4;0.1;10;0
BAS;202402072040;7.2;9.7;0.0;10;0
BAS;202402072050;7.3;9.6;0.0;10;0
BAS;202402072100;7.3;9.9;0.0;10;0
BAS;202402072110;7.3;10.1;0.0;10;0
BAS;202402072120;7.3;10.1;0.0;4;0
BAS;202402072130;7.3;10.3;0.0;0;0
BAS;202402072140;7.3;10.2;0.0;2;0
BAS;202402072150;7.4;9.9;0.0;4;0
BAS;202402072200;7.5;9.6;0.0;10;0
BAS;202402072210;7.3;9.2;0.0;5;0
BAS;202402072220;7.4;9.2;0.0;0;0
BAS;202402072230;7.4;9.3;0.0;0;0
BAS;202402072240;7.4;9.7;0.0;0;0
BAS;202402072250;7.4;9.8;0.0;3;0
BAS;202402072300;7.4;10.1;0.0;2;0
BAS;202402072310;7.5;10.4;0.0;0;0
BAS;202402072320;7.6;10.3;0.0;6;0
BAS;202402072330;7.6;10.4;0.0;3;0
BAS;202402072340;7.5;10.5;0.0;0;0
BAS;202402072350;7.6;10.3;0.0;0;0
BAS;202402080000;7.7;10.1;0.0;0;0
BAS;202402080010;7.9;10.0;0.1;9;0
BAS;202402080020;7.8;10.1;0.0;0;0
BAS;202402080030;7.8;10.0;0.0;0;0
BAS;202402080040;7.9;9.9;0.0;6;0
BAS;202402080050;7.9;9.7;0.0;0;0
BAS;202402080100;8.0;9.7;0.0;0;0
BAS;202402080110;8.0;9.5;0.0;7;0
BAS;202402080120;8.1;9.4;0.0;8;0
BAS;202402080130;8.0;9.0;0.0;0;0
BAS;202402080140;7.8;8.9;0.0;0;0
BAS;202402080150;7.7;9.0;0.0;0;0
BAS;202402080200;7.7;9.0;0.0;0;0
BAS;202402080210;7.6;9.1;0.0;0;0
BAS;202402080220;7.7;9.1;0.0;0;0
BAS;202402080230;7.6;9.1;0.0;1;0
BAS;202402080240;7.6;9.1;0.0;2;0
BAS;202402080250;7.6;9.2;0.0;4;0
BAS;202402080300;7.5;9.4;0.0;0;0
BAS;202402080310;7.4;9.4;0.0;0;0
BAS;202402080320;7.5;10.3;0.0;0;0
BAS;202402080330;7.6;10.4;0.0;0;0
BAS;202402080340;7.5;10.7;0.0;0;0
BAS;202402080350;7.4;10.7;0.0;2;0
BAS;202402080400;7.5;10.6;0.0;5;0
BAS;202402080410;7.5;10.5;0.0;4;0
BAS;202402080420;7.4;10.6;0.0;0;0
BAS;202402080430;7.4;10.8;0.0;0;0
BAS;202402080440;7.4;10.5;0.0;0;0
BAS;202402080450;7.3;10.7;0.0;0;0
BAS;202402080500;7.3;10.6;0.0;0;0
BAS;202402080510;7.2;10.8;0.0;0;0
BAS;202402080520;7.3;10.7;0.0;0;0
BAS;202402080530;7.3;10.6;0.0;0;0
BAS;202402080540;7.2;10.9;0.0;0;0
BAS;202402080550;7.3;10.5;0.0;0;0
BAS;202402080600;7.2;10.8;0.0;0;0
BAS;202402080610;7.1;10.8;0.0;0;0
BAS;202402080620;7.1;10.8;0.0;0;0
BAS;202402080630;7.1;10.9;0.0;0;0
BAS;202402080640;7.2;10.7;0.0;0;0
BAS;202402080650;7.2;10.4;0.0;0;0
BAS;202402080700;7.4;9.6;0.0;1;0
BAS;202402080710;7.6;9.3;0.0;9;0
BAS;202402080720;7.7;9.3;0.0;0;0
BAS;202402080730;7.8;9.2;0.0;0;0
BAS;202402080740;7.5;10.7;0.0;0;0
BAS;202402080750;7.7;9.9;0.0;0;0
BAS;202402080800;7.7;9.5;0.0;0;0
BAS;202402080810;7.7;9.4;0.0;0;0
BAS;202402080820;7.7;9.4;0.0;0;0
BAS;202402080830;7.7;9.5;0.0;0;0
BAS;202402080840;7.9;9.6;0.0;1;0
BAS;202402080850;7.9;9.5;0.0;6;0
BAS;202402080900;8.0;9.4;0.1;9;0
BAS;202402080910;8.1;9.2;0.0;5;0
BAS;202402080920;8.1;9.1;0.0;0;0
BAS;202402080930;8.2;9.2;0.0;0;0
BAS;202402080940;8.2;9.3;0.0;0;0
BAS;202402080950;8.1;9.5;0.0;10;0
BAS;202402081000;8.2;11.8;0.0;9;0
BAS;202402081010;8.4;12.0;0.0;8;0
BAS;202402081020;8.3;12.3;0.0;3;0
BAS;202402081030;8.1;12.5;0.0;0;0
BAS;202402081040;7.9;12.9;0.0;0;0
BAS;202402081050;7.6;13.4;0.0;0;0
BAS;202402081100;7.3;13.3;0.0;0;0
BAS;202402081110;7.5;13.5;0.0;0;0
BAS;202402081120;7.6;13.6;0.0;0;0
BAS;202402081130;7.6;13.7;0.0;0;0
BAS;202402081140;7.5;13.7;0.0;0;0
BAS;202402081150;7.4;13.6;0.0;0;0
BAS;202402081200;7.4;13.7;0.0;0;0
BAS;202402081210;7.3;13.6;0.0;0;0
BAS;202402081220;7.4;13.7;0.0;0;0
BAS;202402081230;7.3;13.8;0.0;0;0
BAS;202402081240;7.3;14.1;0.0;0;0
BAS;202402081250;7.4;14.1;0.0;0;0
BAS;202402081300;7.1;14.1;0.0;0;0
BAS;202402081310;7.0;14.3;0.0;0;0
BAS;202402081320;7.2;14.2;0.0;0;0
BAS;202402081330;7.5;14.1;0.0;0;0
BAS;202402081340;7.4;13.9;0.0;0;0
BAS;202402081350;7.4;13.9;0.0;0;0
BAS;202402081400;7.3;14.0;0.0;0;0
BAS;202402081410;7.0;14.0;0.0;0;0
BAS;202402081420;7.3;13.9;0.0;0;0
BAS;202402081430;7.0;14.0;0.0;0;0
BAS;202402081440;7.2;14.0;0.0;0;0
BAS;202402081450;7.1;14.1;0.0;0;0
BAS;202402081500;6.7;14.6;0.0;0;0
BAS;202402081510;6.9;14.3;0.0;0;0
BAS;202402081520;6.5;14.6;0.0;0;0
BAS;202402081530;6.6;14.4;0.0;0;0
BAS;202402081540;6.9;14.1;0.0;0;0
BAS;202402081550;6.9;13.9;0.0;0;0
BAS;202402081600;6.9;13.7;0.0;0;0
BAS;202402081610;7.7;13.0;0.0;0;0
BAS;202402081620;7.8;12.6;0.0;0;0
BAS;202402081630;7.9;12.4;0.0;0;0
BAS;202402081640;8.0;12.3;0.0;0;0
BAS;202402081650;8.0;12.0;0.0;0;0
BAS;202402081700;8.1;11.9;0.0;0;0
BAS;202402081710;8.1;11.7;0.0;0;0
BAS;202402081720;8.1;11.6;0.0;0;0
BAS;202402081730;8.0;11.4;0.0;0;0
BAS;202402081740;8.0;11.4;0.0;0;0
BAS;202402081750;7.9;11.2;0.0;0;0
BAS;202402081800;7.9;11.1;0.0;0;0
BAS;202402081810;7.8;11.0;0.0;0;0
BAS;202402081820;7.8;10.9;0.0;0;0
BAS;202402081830;7.9;10.8;0.0;0;0
BAS;202402081840;7.9;10.8;0.0;0;0
BAS;202402081850;7.8;10.6;0.0;0;0
BAS;202402081900;7.8;10.6;0.0;0;0
BAS;202402081910;7.7;10.6;0.0;0;0
BAS;202402081920;7.7;10.6;0.0;0;0
BAS;202402081930;7.7;10.7;0.0;0;0
BAS;202402081940;7.7;10.7;0.0;0;0
BAS;202402081950;7.7;10.7;0.0;0;0
BAS;202402082000;7.7;10.7;0.0;0;0
BAS;202402082010;7.7;10.6;0.0;1;0
BAS;202402082020;7.7;10.7;0.0;3;0
BAS;202402082030;7.9;10.4;0.0;10;0
BAS;202402082040;8.0;10.3;0.1;10;0
BAS;202402082050;8.0;10.3;0.0;9;0
BAS;202402082100;8.1;9.8;0.0;0;0
BAS;202402082110;8.1;10.1;0.0;1;0
BAS;202402082120;8.1;9.9;0.0;9;0
BAS;202402082130;8.2;9.8;0.0;10;0
BAS;202402082140;8.2;10.1;0.0;3;0
BAS;202402082150;8.2;9.9;0.1;3;0
BAS;202402082200;8.2;10.0;0.0;0;0
BAS;202402082210;8.1;10.0;0.0;0;0
BAS;202402082220;8.1;10.0;0.0;0;0
BAS;202402082230;8.2;9.9;0.0;1;0
BAS;202402082240;8.1;9.9;0.0;4;0
BAS;202402082250;7.9;10.4;0.0;0;0
BAS;202402082300;8.0;10.3;0.0;0;0
BAS;202402082310;7.9;10.5;0.0;0;0
BAS;202402082320;8.0;10.1;0.0;0;0
BAS;202402082330;8.1;9.9;0.0;0;0
BAS;202402082340;8.0;9.8;0.0;0;0
BAS;202402082350;8.0;9.9;0.0;5;0
BAS;202402090000;8.1;9.9;0.1;10;0
BAS;202402090010;7.6;13.6;0.1;10;0
BAS;202402090020;7.5;13.7;0.0;10;0
BAS;202402090030;7.6;13.6;0.1;10;0
BAS;202402090040;8.0;12.0;0.1;10;0
BAS;202402090050;8.4;10.7;0.0;10;0
BAS;202402090100;8.4;10.5;0.2;10;0
BAS;202402090110;7.5;13.0;0.0;10;0
BAS;202402090120;7.3;13.0;0.1;10;0
BAS;202402090130;7.2;13.4;0.0;7;0
BAS;202402090140;7.3;13.1;0.0;4;0
